Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CARISSA PARK CONDOMINIUM,"1,680,000","1,323.97","1,269",Mar-25,FLORA DRIVE,Resale,Strata,123.0,"13,659",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE TANAMERA,"1,800,000","1,517.72","1,186",Mar-25,TANAH MERAH KECHIL ROAD,Resale,Strata,141.0,"12,766",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,11 to 15
D'NEST,"1,120,000",753.48,"1,486",Mar-25,PASIR RIS GROVE,Resale,Strata,70.0,"16,000",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
WATERTOWN,"1,450,000",807.3,"1,796",Mar-25,PUNGGOL CENTRAL,Resale,Strata,75.0,"19,333",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,283,000",731.95,"1,753",Mar-25,COMPASSVALE BOW,Resale,Strata,68.0,"18,868",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
RIVIERA RESIDENCES,"2,132,000","1,065.64","2,001",Mar-25,RIVIERA DRIVE,Resale,Strata,99.0,"21,535",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
STARS OF KOVAN,"1,430,000",742.72,"1,925",Mar-25,UPPER SERANGOON ROAD,Resale,Strata,69.0,"20,725",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,200,000","1,302.44",921,Mar-25,SIMEI STREET 3,Resale,Strata,121.0,"9,917",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
RIO VISTA,"1,169,000","1,054.87","1,108",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,98.0,"11,929",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
MELVILLE PARK,"1,230,000","1,345.5",914,Mar-25,SIMEI STREET 1,Resale,Strata,125.0,"9,840",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
RIVER ISLES,"2,265,000","1,937.52","1,169",Mar-25,EDGEDALE PLAINS,Resale,Strata,180.0,"12,583",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
THE GALE,"1,380,000","1,044.11","1,322",Mar-25,FLORA ROAD,Resale,Strata,97.0,"14,227",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,275,000","1,001.05","1,274",Mar-25,FLORA DRIVE,Resale,Strata,93.0,"13,710",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,510,000","1,420.85","1,063",Mar-25,MARIAM WAY,Resale,Strata,132.0,"11,439",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
TRILIVE,"988,000",548.96,"1,800",Mar-25,TAMPINES ROAD,Resale,Strata,51.0,"19,373",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,820,000","1,033.34","1,761",Mar-25,TAMPINES LANE,Resale,Strata,96.0,"18,958",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
FOREST WOODS,"1,830,000",914.94,"2,000",Mar-25,LORONG LEW LIAN,Resale,Strata,85.0,"21,529",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
THE LUXURIE,"1,100,888",731.95,"1,504",Mar-25,COMPASSVALE ROAD,Resale,Strata,68.0,"16,190",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
BEDOK COURT,"2,288,000","2,411.14",949,Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,224.0,"10,214",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
THE TAPESTRY,"2,180,000","1,345.5","1,620",Mar-25,TAMPINES STREET 86,Resale,Strata,125.0,"17,440",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
EASTPOINT GREEN,"1,385,000","1,173.28","1,180",Mar-25,SIMEI STREET 3,Resale,Strata,109.0,"12,706",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THOMSON IMPRESSIONS,"874,000",462.85,"1,888",Mar-25,LORONG PUNTONG,Resale,Strata,43.0,"20,326",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,11 to 15
CASA PASIR RIS,"1,280,000","1,130.22","1,133",Mar-25,JALAN LOYANG BESAR,Resale,Strata,105.0,"12,190",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
PARBURY HILL CONDOMINIUM,"1,550,000",904.18,"1,714",Mar-25,PARBURY AVENUE,Resale,Strata,84.0,"18,452",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THOMSON PLAZA,"2,450,000","3,455.24",709,Mar-25,MARIGOLD DRIVE,Resale,Strata,321.0,"7,632",-,Apartment,1,99 yrs lease commencing from 1976,20,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,225,000",678.13,"1,806",Mar-25,TAMPINES LANE,Resale,Strata,63.0,"19,444",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
RIPPLE BAY,"725,000",484.38,"1,497",Mar-25,PASIR RIS LINK,Resale,Strata,45.0,"16,111",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,330,000","1,130.22","1,177",Mar-25,SIMEI STREET 3,Resale,Strata,105.0,"12,667",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
BEDOK RESIDENCES,"2,300,000","1,151.75","1,997",Mar-25,BEDOK NORTH DRIVE,Resale,Strata,107.0,"21,495",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
EASTPOINT GREEN,"1,345,000","1,173.28","1,146",Mar-25,SIMEI STREET 3,Resale,Strata,109.0,"12,339",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
KOVAN RESIDENCES,"2,560,000","1,270.15","2,016",Mar-25,KOVAN ROAD,Resale,Strata,118.0,"21,695",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
WATERFRONT ISLE,"938,000",581.26,"1,614",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,54.0,"17,370",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
CASA CAMBIO,"1,051,888",635.08,"1,656",Mar-25,LIM TUA TOW ROAD,Resale,Strata,59.0,"17,829",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE MINTON,"1,515,000",979.52,"1,547",Mar-25,HOUGANG STREET 11,Resale,Strata,91.0,"16,648",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"2,320,000","1,334.74","1,738",Mar-25,TAMPINES LANE,Resale,Strata,124.0,"18,710",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,500,000","1,001.05","1,498",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,93.0,"16,129",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
Q BAY RESIDENCES,"765,000",516.67,"1,481",Mar-25,TAMPINES STREET 86,Resale,Strata,48.0,"15,938",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
TERRASSE,"837,000",538.2,"1,555",Mar-25,TERRASSE LANE,Resale,Strata,50.0,"16,740",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
URBAN RESIDENCES,"750,000",505.91,"1,482",Mar-25,LORONG AH SOO,Resale,Strata,47.0,"15,957",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
D'NEST,"810,000",484.38,"1,672",Mar-25,PASIR RIS GROVE,Resale,Strata,45.0,"18,000",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIPPLE BAY,"1,128,000",775.01,"1,455",Mar-25,PASIR RIS LINK,Resale,Strata,72.0,"15,667",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
JEWEL @ BUANGKOK,"1,210,000",721.19,"1,678",Mar-25,COMPASSVALE BOW,Resale,Strata,67.0,"18,060",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
BRADDELL VIEW,"1,712,000","1,614.6","1,060",Mar-25,BRADDELL HILL,Resale,Strata,150.0,"11,413",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,16 to 20
THE MINTON,"1,410,000",979.52,"1,439",Mar-25,HOUGANG STREET 11,Resale,Strata,91.0,"15,495",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
KOVAN GRANDEUR,"640,000",387.5,"1,652",Mar-25,TAMPINES ROAD,Resale,Strata,36.0,"17,778",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"2,850,000","1,722.24","1,655",Mar-25,TAMPINES LANE,Resale,Strata,160.0,"17,813",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
KOVAN MELODY,"2,415,000","1,313.21","1,839",Mar-25,KOVAN ROAD,Resale,Strata,122.0,"19,795",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"2,270,000","1,130.22","2,008",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,105.0,"21,619",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
CHANGI RISE CONDOMINIUM,"1,710,000","1,496.2","1,143",Mar-25,SIMEI RISE,Resale,Strata,139.0,"12,302",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,400,000",796.54,"1,758",Mar-25,LORONG HOW SUN,Resale,Strata,74.0,"18,919",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"998,000",581.26,"1,717",Mar-25,TAMPINES LANE,Resale,Strata,54.0,"18,481",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,025,000",592.02,"1,731",Mar-25,TAMPINES LANE,Resale,Strata,55.0,"18,636",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE MINTON,"1,500,000",979.52,"1,531",Mar-25,HOUGANG STREET 11,Resale,Strata,91.0,"16,484",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE TAPESTRY,"955,000",602.78,"1,584",Mar-25,TAMPINES STREET 86,Resale,Strata,56.0,"17,054",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"1,500,000","1,097.93","1,366",Mar-25,PASIR RIS HEIGHTS,Resale,Strata,102.0,"14,706",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
BAYSHORE PARK,"1,650,000","1,291.68","1,277",Mar-25,BAYSHORE ROAD,Resale,Strata,120.0,"13,750",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
CLOVER BY THE PARK,"3,000,000","1,582.31","1,896",Mar-25,BISHAN STREET 25,Resale,Strata,147.0,"20,408",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,06 to 10
OASIS @ ELIAS,"1,080,000",979.52,"1,103",Mar-25,ELIAS ROAD,Resale,Strata,91.0,"11,868",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE GARDENS AT BISHAN,"2,035,000","1,151.75","1,767",Mar-25,SIN MING WALK,Resale,Strata,107.0,"19,019",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
URBAN VISTA,"1,270,000",785.77,"1,616",Mar-25,TANAH MERAH KECHIL LINK,Resale,Strata,73.0,"17,397",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"905,000",495.14,"1,828",Mar-25,UPPER PAYA LEBAR ROAD,Resale,Strata,46.0,"19,674",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
EASTPOINT GREEN,"1,260,000","1,140.98","1,104",Mar-25,SIMEI STREET 3,Resale,Strata,106.0,"11,887",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
BAYSHORE PARK,"1,230,000",936.47,"1,313",Mar-25,BAYSHORE ROAD,Resale,Strata,87.0,"14,138",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
TANAMERA CREST,"2,300,000","1,991.34","1,155",Mar-25,PARI DEDAP WALK,Resale,Strata,185.0,"12,432",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,11 to 15
CARISSA PARK CONDOMINIUM,"1,048,000","1,119.46",936,Mar-25,FLORA DRIVE,Resale,Strata,104.0,"10,077",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
SKY VUE,"2,880,000","1,140.98","2,524",Mar-25,BISHAN STREET 15,Resale,Strata,106.0,"27,170",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
RIVERFRONT RESIDENCES,"845,000",516.67,"1,635",Mar-25,HOUGANG AVENUE 7,Resale,Strata,48.0,"17,604",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
WATERVIEW,"1,750,000","1,130.22","1,548",Mar-25,TAMPINES AVENUE 1,Resale,Strata,105.0,"16,667",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
SUNGLADE,"1,719,888","1,097.93","1,566",Mar-25,SERANGOON AVENUE 2,Resale,Strata,102.0,"16,862",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,308,000",667.37,"1,960",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,62.0,"21,097",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
HEDGES PARK CONDOMINIUM,"1,091,000",871.88,"1,251",Mar-25,FLORA DRIVE,Resale,Strata,81.0,"13,469",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
GRANDEUR 8,"1,950,000","1,323.97","1,473",Mar-25,ANG MO KIO CENTRAL 3,Resale,Strata,123.0,"15,854",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
WATERVIEW,"1,700,000","1,130.22","1,504",Mar-25,TAMPINES AVENUE 1,Resale,Strata,105.0,"16,190",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
JADESCAPE,"4,000,000","1,646.89","2,429",Mar-25,SHUNFU ROAD,Resale,Strata,153.0,"26,144",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THE MINTON,"2,508,000","1,496.2","1,676",Mar-25,HOUGANG STREET 11,Resale,Strata,139.0,"18,043",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
URBAN VISTA,"759,000",505.91,"1,500",Mar-25,TANAH MERAH KECHIL LINK,Resale,Strata,47.0,"16,149",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
COCO PALMS,"1,550,000","1,216.33","1,274",Mar-25,PASIR RIS GROVE,Resale,Strata,113.0,"13,717",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
FABER GARDEN CONDOMINIUM,"2,980,000","1,679.18","1,775",Mar-25,ANGKLONG LANE,Resale,Strata,156.0,"19,103",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,868,000","1,087.16","1,718",Mar-25,TAMPINES LANE,Resale,Strata,101.0,"18,495",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
JADESCAPE,"2,600,000","1,054.87","2,465",Mar-25,SHUNFU ROAD,Resale,Strata,98.0,"26,531",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,21 to 25
STRATFORD COURT,"1,130,000",990.29,"1,141",Mar-25,BEDOK RIA CRESCENT,Resale,Strata,92.0,"12,283",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"800,888",452.09,"1,772",Mar-25,SERANGOON NORTH VIEW,Resale,Strata,42.0,"19,069",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
THOMSON V TWO,"865,000",516.67,"1,674",Mar-25,SIN MING ROAD,Resale,Strata,48.0,"18,021",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
Q BAY RESIDENCES,"1,318,000",882.65,"1,493",Mar-25,TAMPINES STREET 86,Resale,Strata,82.0,"16,073",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE PANORAMA,"1,415,000",699.66,"2,022",Mar-25,ANG MO KIO AVENUE 2,Resale,Strata,65.0,"21,769",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
COSTA DEL SOL,"2,360,000","1,237.86","1,907",Mar-25,BAYSHORE ROAD,Resale,Strata,115.0,"20,522",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,16 to 20
NV RESIDENCES,"1,070,000",742.72,"1,441",Mar-25,PASIR RIS GROVE,Resale,Strata,69.0,"15,507",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
FOREST WOODS,"1,989,000",914.94,"2,174",Mar-25,LORONG LEW LIAN,Resale,Strata,85.0,"23,400",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
NV RESIDENCES,"2,920,000","2,508.01","1,164",Mar-25,PASIR RIS GROVE,Resale,Strata,233.0,"12,532",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE PANORAMA,"2,120,000","1,065.64","1,989",Mar-25,ANG MO KIO AVENUE 2,Resale,Strata,99.0,"21,414",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
HEDGES PARK CONDOMINIUM,"962,000",764.24,"1,259",Mar-25,FLORA DRIVE,Resale,Strata,71.0,"13,549",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
BALLOTA PARK CONDOMINIUM,"1,690,000","1,711.48",987,Mar-25,MARIAM WAY,Resale,Strata,159.0,"10,629",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
WATERFRONT ISLE,"950,000",635.08,"1,496",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,59.0,"16,102",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
A TREASURE TROVE,"1,448,000","1,184.04","1,223",Mar-25,PUNGGOL WALK,Resale,Strata,110.0,"13,164",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
STARS OF KOVAN,"1,910,000",958,"1,994",Mar-25,UPPER SERANGOON ROAD,Resale,Strata,89.0,"21,461",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,16 to 20
KINGSFORD WATERBAY,"1,280,000",882.65,"1,450",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,82.0,"15,610",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE QUARTZ,"1,500,000","1,022.58","1,467",Mar-25,COMPASSVALE BOW,Resale,Strata,95.0,"15,789",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
Q BAY RESIDENCES,"1,290,000",882.65,"1,462",Mar-25,TAMPINES STREET 86,Resale,Strata,82.0,"15,732",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,610,000",914.94,"1,760",Mar-25,TAMPINES LANE,Resale,Strata,85.0,"18,941",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE SCALA,"1,668,000",850.36,"1,962",Mar-25,SERANGOON AVENUE 3,Resale,Strata,79.0,"21,114",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
THE PROMENADE@PELIKAT,"791,688",516.67,"1,532",Mar-25,JALAN PELIKAT,Resale,Strata,48.0,"16,494",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PARC VERA,"2,100,000","1,410.08","1,489",Mar-25,HOUGANG STREET 32,Resale,Strata,131.0,"16,031",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"830,000",516.67,"1,606",Mar-25,HOUGANG AVENUE 7,Resale,Strata,48.0,"17,292",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
KOVAN REGENCY,"1,670,000","1,001.05","1,668",Mar-25,KOVAN RISE,Resale,Strata,93.0,"17,957",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,680,000","1,259.39","1,334",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,117.0,"14,359",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
KINGSFORD WATERBAY,"1,810,000","1,216.33","1,488",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,113.0,"16,018",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE JOVELL,"690,000",441.32,"1,563",Mar-25,FLORA DRIVE,Resale,Strata,41.0,"16,829",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"2,730,000","1,722.24","1,585",Mar-25,TAMPINES LANE,Resale,Strata,160.0,"17,063",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
COUNTRY PARK CONDOMINIUM,"3,150,000","1,765.3","1,784",Mar-25,BEDOK ROAD,Resale,Strata,164.0,"19,207",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,168,000",850.36,"1,374",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,79.0,"14,785",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
COSTA DEL SOL,"2,950,000","1,474.67","2,000",Mar-25,BAYSHORE ROAD,Resale,Strata,137.0,"21,533",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,21 to 25
THE GARDEN RESIDENCES,"1,240,000",688.9,"1,800",Mar-25,SERANGOON NORTH VIEW,Resale,Strata,64.0,"19,375",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"803,000",516.67,"1,554",Mar-25,HOUGANG AVENUE 7,Resale,Strata,48.0,"16,729",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"940,000",516.67,"1,819",Mar-25,UPPER PAYA LEBAR ROAD,Resale,Strata,48.0,"19,583",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THOMSON GRAND,"1,680,000","1,011.82","1,660",Mar-25,SIN MING WALK,Resale,Strata,94.0,"17,872",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
RIPPLE BAY,"993,888",785.77,"1,265",Mar-25,PASIR RIS LINK,Resale,Strata,73.0,"13,615",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
JADESCAPE,"1,128,000",527.44,"2,139",Mar-25,SHUNFU ROAD,Resale,Strata,49.0,"23,020",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
ECO,"1,125,000",775.01,"1,452",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,72.0,"15,625",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
THE SUMMIT,"1,480,000",828.83,"1,786",Mar-25,UPPER EAST COAST ROAD,Resale,Strata,77.0,"19,221",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,255,000",721.19,"1,740",Mar-25,HOUGANG AVENUE 7,Resale,Strata,67.0,"18,731",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
NV RESIDENCES,"1,160,000",796.54,"1,456",Mar-25,PASIR RIS GROVE,Resale,Strata,74.0,"15,676",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
RIVERSAILS,"1,630,000","1,108.69","1,470",Mar-25,UPPER SERANGOON CRESCENT,Resale,Strata,103.0,"15,825",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
JADESCAPE,"2,560,000","1,140.98","2,244",Mar-25,SHUNFU ROAD,Resale,Strata,106.0,"24,151",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
MY MANHATTAN,"2,438,000","1,603.84","1,520",Mar-25,SIMEI STREET 3,Resale,Strata,149.0,"16,362",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"810,000",516.67,"1,568",Mar-25,HOUGANG AVENUE 7,Resale,Strata,48.0,"16,875",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"3,288,000","1,733","1,897",Mar-25,BISHAN STREET 25,Resale,Strata,161.0,"20,422",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,11 to 15
COSTA DEL SOL,"2,650,000","1,313.21","2,018",Mar-25,BAYSHORE ROAD,Resale,Strata,122.0,"21,721",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,26 to 30
VUE 8 RESIDENCE,"985,000",699.66,"1,408",Mar-25,PASIR RIS HEIGHTS,Resale,Strata,65.0,"15,154",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RIO VISTA,"1,800,000","1,377.79","1,306",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,128.0,"14,063",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
LA FIESTA,"1,240,000",731.95,"1,694",Mar-25,SENGKANG SQUARE,Resale,Strata,68.0,"18,235",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
COSTA DEL SOL,"2,128,000","1,227.1","1,734",Mar-25,BAYSHORE ROAD,Resale,Strata,114.0,"18,667",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
THE TAPESTRY,"820,000",473.62,"1,731",Mar-25,TAMPINES STREET 86,Resale,Strata,44.0,"18,636",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
THE TAPESTRY,"1,680,000",990.29,"1,696",Mar-25,TAMPINES STREET 86,Resale,Strata,92.0,"18,261",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
CASA ROSA,"1,550,000","1,291.68","1,200",Mar-25,LORONG ONG LYE,Resale,Strata,120.0,"12,917",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,B1 to B5
THE TAPESTRY,"750,000",441.32,"1,699",Mar-25,TAMPINES STREET 86,Resale,Strata,41.0,"18,293",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
